flight_id,carrier,date,origin,dest,distance,sched_dep_time,sched_arr_time,dep_time,arr_time,dep_delay,arr_delay,cancelled
F100819,EK,2024-02-20,PHL,DTW,1817,04:50,08:37,05:05,09:05,15.0,28.0,0
F100820,LH,2024-08-30,JFK,MIA,998,10:05,12:09,10:44,12:36,39.0,27.0,0
F100821,AF,2024-09-28,SEA,DFW,1068,13:45,15:58,13:45,16:14,-3.0,16.0,0
F100822,QF,2024-08-14,PHX,JFK,1899,04:00,07:57,04:07,07:57,7.0,-6.0,0
F100823,LH,2024-02-01,DEN,MSP,1256,12:00,14:37,12:03,14:37,3.0,-1.0,0
F100824,QF,2024-07-24,BOS,MSP,981,21:55,23:57,21:55,23:57,,-19.0,0
F100825,AA,2024-11-08,MIA,IAH,1442,04:55,07:55,04:58,08:01,3.0,6.0,0
F100826,AI,2024-11-28,MSP,PHX,397,12:45,13:34,13:13,14:15,28.0,41.0,0
F100827,UA,2024-05-25,PHL,BWI,874,06:15,08:04,06:54,08:44,39.0,40.0,0
F100828,AA,2024-10-30,JFK,BWI,1467,08:45,11:48,08:45,11:48,-34.0,-28.0,0
F100829,AA,2024-11-17,PHX,MIA,837,16:10,17:54,16:21,18:08,11.0,14.0,0
F100830,AI,2024-06-22,JFK,DTW,1075,07:55,10:09,08:17,10:26,22.0,17.0,0
F100831,QF,2024-06-28,SAN,SEA,1341,09:05,11:52,09:43,12:15,38.0,23.0,0
F100832,LH,2024-02-23,PHL,SEA,531,10:35,11:41,10:35,11:41,-11.0,-22.0,0
F100833,LH,2024-02-17,EWR,ORD,715,01:20,02:49,01:53,03:41,33.0,52.0,0
F100834,QF,2024-10-13,CLT,SAN,1063,16:20,18:32,16:20,18:43,-1.0,11.0,0
F100835,EK,2024-03-14,EWR,DEN,200,16:30,17:10,16:30,17:10,-19.0,-45.0,0
F100836,QF,2024-08-21,ATL,SEA,360,15:00,15:45,15:00,15:53,-12.0,8.0,0
F100837,AI,2024-03-02,EWR,ATL,200,11:40,12:20,11:40,12:26,-3.0,6.0,0
F100838,AF,2024-09-05,BOS,LAS,1246,00:30,03:05,01:14,03:53,44.0,48.0,0
F100839,BA,2024-09-07,SFO,DEN,1224,00:15,02:48,00:15,02:48,-39.0,-49.0,0
F100840,BA,2024-06-21,BWI,MSP,200,12:25,13:05,12:46,13:32,21.0,27.0,0
F100841,EK,2024-03-17,MSP,DTW,1188,23:10,01:38,23:10,01:38,-15.0,-25.0,0
F100842,LH,2024-01-24,LAS,BWI,1125,21:25,23:45,21:25,23:45,-10.0,-20.0,0
F100843,AI,2024-11-26,BOS,BWI,694,03:50,05:16,03:50,05:16,-10.0,-18.0,0
F100844,AA,2024-04-06,BWI,PHL,264,15:35,16:15,15:53,16:54,18.0,39.0,0
F100845,AA,2024-05-05,MIA,SFO,976,22:40,00:42,22:53,01:03,13.0,21.0,0
F100846,AA,2024-06-23,DTW,JFK,1219,13:30,16:02,13:30,16:11,-14.0,9.0,0
F100847,DL,2024-03-27,ATL,BWI,545,09:30,10:38,09:53,11:09,23.0,31.0,0
F100848,UA,2024-04-02,LAX,PHX,200,00:55,01:35,00:55,01:36,-2.0,1.0,0
F100849,AF,2024-03-02,MIA,EWR,1079,01:45,03:59,02:00,04:25,15.0,26.0,0
F100850,QF,2024-05-17,CLT,ATL,995,01:10,03:14,01:26,03:31,16.0,17.0,0
F100851,SW,2024-10-10,JFK,BOS,389,18:50,19:38,18:58,19:57,8.0,19.0,0
F100852,AI,2024-02-12,EWR,DTW,1665,20:35,00:03,20:55,00:41,20.0,38.0,0
F100853,SW,2024-10-11,IAH,EWR,1251,14:00,,14:29,,29.0,42.0,0
F100854,UA,2024-09-03,JFK,ORD,865,08:40,10:28,09:05,10:44,25.0,16.0,0
F100855,SW,2024-05-24,BWI,PHL,1209,01:30,04:01,01:51,04:37,21.0,36.0,0
F100856,DL,2024-05-23,DFW,BWI,1492,13:45,16:51,14:19,17:26,34.0,35.0,0
F100857,AF,2024-05-19,MIA,DTW,792,07:50,09:29,07:50,09:34,0.0,5.0,0
F100858,AA,2024-11-07,DFW,JFK,200,15:00,15:40,15:40,16:23,40.0,43.0,0
F100859,EK,2024-02-11,CLT,BWI,750,20:50,22:23,20:50,22:23,-56.0,-54.0,0
F100860,DL,2024-11-03,PHX,EWR,880,11:20,13:10,11:20,13:10,-15.0,-13.0,0
F100861,EK,2024-08-15,PHX,SFO,647,00:45,02:05,01:06,02:19,21.0,14.0,0
F100862,SW,2024-04-23,ORD,LAS,1092,07:25,09:41,08:02,10:20,37.0,39.0,0
F100863,AI,2024-04-10,SFO,JFK,1213,20:20,22:51,20:34,23:07,14.0,16.0,0
F100864,SW,2024-03-30,BWI,SAN,959,02:40,04:39,02:40,04:39,-7.0,-3.0,0
F100865,SW,2024-04-08,PHL,MIA,830,21:00,22:43,21:46,23:41,46.0,58.0,0
F100866,QF,2024-08-06,MSP,JFK,200,20:50,21:30,20:50,21:30,-28.0,-28.0,0
F100867,LH,2024-12-14,MIA,ATL,762,16:25,18:00,16:27,18:12,2.0,12.0,0
F100868,AA,2024-09-29,MIA,MSP,1189,14:10,,14:25,,15.0,34.0,0
F100869,AA,2024-02-08,SEA,MSP,200,07:45,08:25,07:55,08:30,10.0,5.0,0
F100870,EK,2024-10-30,EWR,JFK,1861,20:10,00:02,20:10,00:02,-48.0,-72.0,0
F100871,AA,2024-05-01,LAS,IAH,1182,02:40,05:07,03:15,05:53,35.0,46.0,0
F100872,DL,2024-07-12,LAX,ORD,519,10:55,11:59,11:40,12:31,45.0,32.0,0
F100873,BA,2024-02-03,SAN,EWR,1784,03:50,07:33,03:50,07:33,-20.0,-22.0,0
F100874,AI,2024-11-02,EWR,SEA,1383,21:40,,21:40,,-30.0,-10.0,0
F100875,AI,2024-11-29,ATL,PHX,785,21:00,22:38,21:10,23:04,10.0,26.0,0
F100876,AI,2024-04-09,ORD,SAN,524,18:30,19:35,19:04,20:31,34.0,56.0,0
F100877,EK,2024-03-11,DEN,MIA,606,01:00,02:15,01:41,02:37,41.0,22.0,0
F100878,AF,2024-10-04,BOS,SAN,1233,04:30,07:04,04:30,07:04,-24.0,-11.0,0
F100879,QF,2024-01-30,BWI,DFW,1516,07:35,10:44,08:34,12:02,59.0,78.0,0
F100880,SW,2024-06-23,SFO,ORD,900,06:50,08:42,06:50,08:42,-20.0,-11.0,0
F100881,AI,2024-11-11,BWI,LAS,963,09:20,11:20,10:06,11:42,46.0,22.0,0
F100882,EK,2024-11-23,SEA,JFK,2312,07:55,12:44,08:15,12:56,20.0,12.0,0
F100883,AF,2024-07-23,CLT,SFO,1440,05:00,08:00,05:39,08:42,39.0,42.0,0
F100884,BA,2024-11-19,MSP,SFO,200,18:10,18:50,,,,,1
F100885,SW,2024-04-22,BOS,DEN,823,08:55,10:37,09:28,11:18,33.0,41.0,0
F100886,UA,2024-01-11,MIA,ATL,906,21:30,23:23,22:10,00:14,40.0,51.0,0
F100887,BA,2024-07-08,MSP,SEA,1489,11:50,14:56,11:50,14:56,-3.0,-7.0,0
F100888,LH,2024-03-14,ORD,DFW,200,04:45,05:25,04:46,05:39,,14.0,0
F100889,SW,2024-04-06,LAX,SAN,877,17:05,18:54,17:23,19:27,18.0,33.0,0
F100890,UA,2024-09-07,PHL,SAN,1223,06:55,09:27,06:55,09:27,-21.0,-23.0,0
F100891,QF,2024-07-10,CLT,IAH,2035,15:35,19:49,15:45,20:24,10.0,35.0,0
F100892,EK,2024-10-24,DTW,MIA,566,12:50,14:00,13:03,14:10,13.0,10.0,0
F100893,SW,2024-07-21,MSP,SEA,1355,06:05,08:54,06:34,09:32,29.0,38.0,0
F100894,BA,2024-03-09,IAH,ORD,1625,02:05,05:28,02:12,05:35,7.0,7.0,0
F100895,AI,2024-08-18,LAS,MSP,200,14:20,15:00,14:43,15:27,23.0,27.0,0
F100896,UA,2024-05-15,MSP,SEA,959,20:15,22:14,20:17,22:18,2.0,4.0,0
F100897,DL,2024-02-20,MIA,SEA,858,03:15,05:02,03:15,05:02,-6.0,-1.0,0
F100898,BA,2024-04-07,BOS,MIA,1290,22:40,01:21,22:40,01:21,-12.0,-15.0,0
F100899,BA,2024-05-24,JFK,LAS,877,11:20,13:09,11:20,13:09,-11.0,-1.0,0
F100900,QF,2024-04-26,DFW,EWR,200,07:55,08:35,07:55,08:35,-30.0,-26.0,0
F100901,EK,2024-02-13,MSP,LAS,638,10:45,12:04,11:14,12:49,29.0,45.0,0
F100902,QF,2024-03-12,JFK,CLT,1140,18:30,20:52,18:30,20:52,-20.0,-5.0,0
F100903,AF,2024-08-02,LAS,SEA,1119,13:50,16:09,13:50,16:09,-30.0,-45.0,0
F100904,AI,2024-01-17,JFK,SAN,1910,04:30,08:28,05:11,08:41,41.0,13.0,0
F100905,AI,2024-07-14,BWI,CLT,200,06:20,07:00,06:56,07:38,36.0,38.0,0
F100906,EK,2024-03-28,BOS,ORD,1421,03:50,06:47,03:55,07:02,5.0,15.0,0
F100907,UA,2024-07-16,SFO,ORD,1003,09:45,11:50,09:45,11:52,-2.0,2.0,0
F100908,QF,2024-06-16,JFK,SFO,1391,13:20,16:13,13:31,16:20,11.0,7.0,0
F100909,DL,2024-03-07,CLT,SFO,1965,06:05,10:10,06:21,10:24,16.0,14.0,0
F100910,BA,2024-09-14,BWI,SFO,1766,22:50,02:30,22:50,02:33,-26.0,3.0,0
F100911,LH,2024-09-26,SAN,SEA,892,10:40,12:31,10:40,12:31,-25.0,0.0,0
F100912,BA,2024-12-24,MSP,PHX,722,22:05,23:35,22:18,23:59,13.0,24.0,0
F100913,UA,2024-08-22,SAN,EWR,1710,12:50,16:23,13:04,16:31,14.0,8.0,0
F100914,SW,2024-11-17,DEN,BOS,1131,17:05,19:26,17:05,19:28,-3.0,2.0,0
F100915,EK,2024-03-03,EWR,BWI,1976,11:15,15:22,11:41,15:52,26.0,30.0,0
F100916,UA,2024-09-16,MIA,SFO,1443,01:25,04:25,01:52,04:41,27.0,16.0,0
F100917,AF,2024-07-22,CLT,SFO,1025,01:00,03:08,02:11,04:36,71.0,88.0,0
F100918,EK,2024-02-04,DTW,MSP,697,02:35,04:02,02:35,04:02,-8.0,-14.0,0
F100919,BA,2024-01-10,DEN,SFO,1519,19:15,22:24,20:02,23:20,47.0,56.0,0
F100920,AA,2024-08-13,MIA,DFW,1094,11:30,13:46,11:30,13:48,-4.0,2.0,0
F100921,AA,2024-07-18,PHL,ATL,507,22:05,23:08,22:05,23:08,-41.0,-19.0,0
F100922,SW,2024-05-02,SEA,CLT,396,06:15,,,,,,1
F100923,AA,2024-12-14,LAS,SFO,805,21:15,22:55,21:38,23:37,23.0,42.0,0
F100924,UA,2024-07-31,DEN,LAX,1154,16:15,18:39,16:15,18:39,-23.0,-25.0,0
F100925,QF,2024-03-02,CLT,MSP,592,07:45,08:59,07:51,09:22,6.0,23.0,0
F100926,AA,2024-08-22,CLT,SFO,200,07:15,07:55,07:15,07:55,-14.0,-27.0,0
F100927,SW,2024-11-02,EWR,BOS,1351,15:15,18:03,15:15,18:03,-28.0,-42.0,0
F100928,BA,2024-11-19,ATL,PHX,1510,22:20,01:28,23:05,02:14,45.0,46.0,0
F100929,AF,2024-06-20,DTW,ORD,269,00:40,01:20,00:40,01:23,-11.0,3.0,0
F100930,QF,2024-04-29,BWI,JFK,1069,00:40,02:53,00:44,03:03,4.0,10.0,0
F100931,SW,2024-01-31,SAN,ORD,977,04:10,06:12,04:56,06:51,46.0,39.0,0
F100932,SW,2024-06-17,SAN,MSP,481,04:05,05:05,04:05,05:05,-28.0,-32.0,0
F100933,LH,2024-04-27,BOS,JFK,344,23:10,23:53,23:22,00:07,12.0,14.0,0
F100934,SW,2024-09-23,SEA,EWR,352,10:30,11:14,,,,,1
F100935,EK,2024-01-27,ORD,SEA,1353,20:30,23:19,21:15,00:10,45.0,51.0,0
F100936,SW,2024-02-10,SEA,IAH,200,13:55,14:35,14:52,15:43,57.0,68.0,0
F100937,AI,2024-05-26,SEA,LAS,2173,18:25,22:56,18:59,23:47,34.0,51.0,0
F100938,AF,2024-03-26,CLT,EWR,1123,15:25,17:45,15:25,17:51,0.0,6.0,0
F100939,EK,2024-08-06,JFK,EWR,574,02:05,03:16,02:23,03:16,18.0,-12.0,0
F100940,EK,2024-05-25,BOS,DTW,1025,12:35,14:43,13:16,15:27,41.0,44.0,0
F100941,UA,2024-01-07,SFO,JFK,2036,16:55,21:09,16:55,21:23,0.0,14.0,0
F100942,AF,2024-06-06,CLT,PHL,473,20:40,21:39,21:11,22:15,31.0,36.0,0
F100943,AI,2024-08-11,DEN,SEA,868,08:55,10:43,08:55,10:43,-57.0,-58.0,0
F100944,AA,2024-05-06,CLT,MSP,1128,07:25,09:46,07:53,10:35,28.0,49.0,0
F100945,UA,2024-12-14,MIA,DTW,2221,04:05,08:42,04:43,09:15,38.0,33.0,0
F100946,DL,2024-07-22,ORD,EWR,817,22:40,00:22,23:05,00:55,25.0,33.0,0
F100947,UA,2024-12-20,EWR,MIA,1977,09:35,13:42,10:44,15:20,69.0,98.0,0
F100948,LH,2024-11-21,ORD,DFW,1896,18:10,22:07,18:30,22:45,20.0,38.0,0
F100949,BA,2024-09-08,JFK,SFO,1996,00:15,04:24,00:18,04:24,3.0,-1.0,0
F100950,LH,2024-07-10,DEN,SFO,539,05:55,07:02,05:55,07:02,-15.0,-30.0,0
F100951,AI,2024-04-12,SFO,DEN,1149,01:55,04:18,01:55,04:18,-18.0,-25.0,0
F100952,LH,2024-11-21,MSP,ATL,1420,05:15,08:12,05:27,08:31,12.0,19.0,0
F100953,AI,2024-09-05,SEA,PHL,1819,21:15,,21:44,,29.0,49.0,0
F100954,AA,2024-09-24,ATL,SEA,1047,00:20,02:30,01:07,03:23,47.0,53.0,0
F100955,EK,2024-06-21,LAS,MSP,1101,11:50,14:07,12:34,14:43,44.0,36.0,0
F100956,LH,2024-07-01,CLT,LAX,2214,10:15,,10:15,,0.0,-13.0,0
F100957,UA,2024-09-28,JFK,DFW,1392,08:55,11:49,08:55,12:13,-2.0,24.0,0
F100958,EK,2024-12-04,PHL,EWR,740,06:00,07:32,06:00,07:32,-21.0,-9.0,0
F100959,AF,2024-12-13,LAX,PHX,533,14:45,15:51,15:09,16:12,24.0,21.0,0
F100960,LH,2024-07-16,DTW,ATL,200,09:40,10:20,09:50,10:33,10.0,13.0,0
F100961,QF,2024-09-11,LAX,DEN,1528,02:05,05:16,02:51,06:27,46.0,71.0,0
F100962,EK,2024-12-05,ATL,PHL,1518,17:45,20:54,17:59,20:54,14.0,-1.0,0
F100963,DL,2024-03-23,EWR,JFK,1121,10:20,12:40,10:32,12:52,12.0,12.0,0
F100964,DL,2024-11-20,DFW,BWI,1379,23:25,02:17,00:00,02:44,35.0,27.0,0
F100965,AI,2024-07-12,ORD,PHX,499,22:55,23:57,22:59,23:57,4.0,-1.0,0
F100966,LH,2024-05-12,SEA,MIA,200,03:05,03:45,03:05,03:45,-18.0,-31.0,0
F100967,DL,2024-03-06,BWI,PHX,1725,10:20,13:55,,,,,1
F100968,AA,2024-04-07,BWI,IAH,2021,12:20,16:32,12:20,16:32,-20.0,-11.0,0
F100969,QF,2024-04-23,SAN,BWI,1524,03:20,,03:20,,-30.0,-26.0,0
F100970,BA,2024-12-14,SEA,PHL,2520,14:30,19:45,14:54,20:08,24.0,23.0,0
F100971,AA,2024-06-07,SAN,LAS,663,16:55,18:17,16:55,18:17,-44.0,-36.0,0
F100972,SW,2024-12-26,DTW,BOS,2168,12:00,16:31,12:00,16:31,-13.0,-34.0,0
F100973,SW,2024-09-06,LAX,SFO,601,23:20,00:35,23:49,01:01,29.0,26.0,0
F100974,AA,2024-06-21,IAH,CLT,507,13:50,14:53,13:50,14:53,-8.0,-23.0,0
F100975,BA,2024-12-24,BOS,SFO,869,17:20,19:08,17:20,19:08,-5.0,-11.0,0
F100976,AA,2024-12-01,BOS,DTW,389,05:40,06:28,06:11,06:53,31.0,25.0,0
F100977,SW,2024-07-04,SFO,JFK,200,23:40,00:20,23:54,00:45,14.0,25.0,0
F100978,LH,2024-02-19,DEN,LAX,522,11:25,12:30,11:25,12:30,-7.0,-13.0,0
F100979,AI,2024-11-17,EWR,DFW,792,23:20,00:59,23:55,01:35,35.0,36.0,0
F100980,AI,2024-12-20,DEN,EWR,1503,21:50,00:57,21:50,00:57,-17.0,-20.0,0
F100981,EK,2024-03-02,PHX,JFK,1572,03:15,06:31,03:15,06:32,-13.0,1.0,0
F100982,AI,2024-09-02,BWI,SAN,622,08:55,10:12,08:55,10:33,-1.0,21.0,0
F100983,LH,2024-03-05,BOS,SAN,738,03:10,04:42,03:21,05:02,11.0,20.0,0
F100984,AA,2024-10-01,CLT,BWI,1135,16:25,18:46,16:38,19:00,13.0,14.0,0
F100985,DL,2024-04-02,SFO,ATL,218,19:55,20:35,20:11,20:44,16.0,9.0,0
F100986,UA,2024-11-30,BWI,SFO,1465,05:15,08:18,05:56,08:39,41.0,21.0,0
F100987,QF,2024-10-05,BOS,CLT,1824,05:20,09:08,05:20,09:08,-11.0,-20.0,0
F100988,QF,2024-08-15,BOS,BWI,1113,04:40,06:59,04:49,07:23,9.0,24.0,0
F100989,AI,2024-04-17,IAH,PHL,555,22:15,23:24,23:04,00:23,49.0,59.0,0
F100990,SW,2024-04-20,DFW,BWI,1054,18:10,20:21,18:12,20:21,2.0,0.0,0
F100991,BA,2024-07-23,CLT,DEN,855,14:15,16:01,14:26,16:11,11.0,10.0,0
F100992,SW,2024-11-20,ORD,BOS,615,22:50,00:06,23:01,00:09,11.0,3.0,0
F100993,AI,2024-03-19,DEN,MSP,1193,10:20,12:49,10:21,13:00,1.0,11.0,0
F100994,QF,2024-07-27,ATL,BWI,1593,02:10,05:29,02:42,06:07,32.0,38.0,0
F100995,SW,2024-02-20,MIA,JFK,1260,12:45,15:22,12:45,15:31,-1.0,9.0,0
F100996,BA,2024-02-18,BWI,DTW,1474,16:10,19:14,16:10,19:14,-32.0,-25.0,0
F100997,AA,2024-07-18,DEN,PHX,1820,05:10,08:57,05:10,08:57,-2.0,-7.0,0
F100998,LH,2024-03-06,DTW,SAN,748,08:00,09:33,08:00,09:33,-31.0,-27.0,0
F100999,AI,2024-11-23,MIA,LAX,1017,11:55,14:02,12:07,14:21,12.0,19.0,0
F101000,EK,2024-09-14,PHX,DTW,521,09:05,10:10,09:19,10:31,14.0,21.0,0
F101001,SW,2024-06-05,BOS,ORD,706,13:10,14:38,13:28,14:59,18.0,21.0,0
F101002,DL,2024-01-30,DEN,SAN,621,02:55,04:12,02:55,04:12,-12.0,-2.0,0
F101003,LH,2024-09-02,PHL,DFW,856,15:35,17:22,15:35,17:22,-25.0,-20.0,0
F101004,AA,2024-01-04,SAN,SFO,1137,22:20,00:42,22:20,00:42,-20.0,-9.0,0
F101005,QF,2024-11-06,SAN,LAX,1418,14:30,17:27,14:30,17:27,-15.0,-21.0,0
F101006,DL,2024-09-20,PHX,DFW,914,11:00,12:54,11:00,12:54,-12.0,-2.0,0
F101007,SW,2024-05-28,IAH,ATL,1089,09:25,11:41,09:25,11:41,-20.0,-28.0,0
F101008,SW,2024-01-19,BOS,IAH,1712,14:40,18:14,18:25,22:22,225.0,248.0,0
F101009,BA,2024-01-03,PHX,ATL,1299,11:55,14:37,11:59,14:37,4.0,-2.0,0
F101010,DL,2024-03-19,PHL,IAH,1160,13:15,15:40,,,,,1
F101011,BA,2024-07-21,SEA,PHL,455,11:05,12:01,11:16,12:20,11.0,19.0,0
F101012,EK,2024-03-12,MSP,DEN,870,11:55,13:43,11:55,13:43,-9.0,-33.0,0
F101013,SW,2024-03-09,BOS,LAX,1686,12:20,15:50,12:37,16:14,17.0,24.0,0
F101014,EK,2024-08-03,MIA,ATL,200,15:35,16:15,16:16,16:52,41.0,37.0,0
F101015,LH,2024-03-08,PHL,CLT,826,03:15,04:58,03:15,04:58,-24.0,-8.0,0
F101016,SW,2024-08-07,LAX,PHX,1771,19:55,,19:58,,3.0,-3.0,0
F101017,LH,2024-09-18,SEA,DFW,773,05:45,07:21,05:45,07:21,-2.0,-14.0,0
F101018,LH,2024-12-27,SFO,PHL,824,03:55,05:38,04:06,06:03,11.0,25.0,0
F101019,UA,2024-03-08,SEA,ATL,1008,12:00,14:06,12:00,14:06,-7.0,-8.0,0
F101020,SW,2024-07-13,ORD,LAX,1822,13:35,17:22,14:18,18:25,43.0,63.0,0
F101021,EK,2024-08-06,LAX,IAH,663,20:00,21:22,20:57,22:25,57.0,63.0,0
F101022,LH,2024-01-25,SEA,PHX,1975,05:00,,05:00,,-6.0,-8.0,0
F101023,BA,2024-08-08,SAN,ATL,1164,05:05,07:30,05:16,07:58,11.0,28.0,0
F101024,AA,2024-06-18,IAH,DFW,860,11:55,13:42,12:31,14:29,36.0,47.0,0
F101025,SW,2024-10-26,MIA,SFO,871,12:15,14:03,12:38,14:22,23.0,19.0,0
F101026,AI,2024-12-26,SFO,SEA,2410,14:15,19:16,14:15,19:16,-60.0,-50.0,0
F101027,SW,2024-01-23,IAH,DFW,200,04:45,05:25,04:46,05:27,1.0,2.0,0
F101028,QF,2024-08-17,PHX,CLT,1904,20:55,00:53,20:55,01:01,-10.0,8.0,0
F101029,QF,2024-11-02,JFK,SFO,292,08:55,09:35,08:55,09:35,-14.0,-11.0,0
F101030,SW,2024-12-16,CLT,PHL,798,17:35,19:14,18:14,20:08,39.0,54.0,0
F101031,LH,2024-04-15,CLT,MIA,1266,05:00,07:38,05:00,07:38,-22.0,-29.0,0
F101032,QF,2024-12-28,MSP,IAH,382,23:35,00:22,23:35,00:22,-49.0,-32.0,0
F101033,DL,2024-01-24,DEN,MIA,803,17:45,19:25,17:45,19:44,-1.0,19.0,0
F101034,UA,2024-11-24,MIA,LAX,714,07:45,09:14,,,,,1
F101035,AF,2024-06-15,SAN,PHX,495,02:55,03:56,02:56,03:56,1.0,-11.0,0
F101036,BA,2024-11-16,LAS,LAX,1206,00:10,02:40,00:10,02:40,-2.0,-6.0,0
F101037,QF,2024-12-18,BWI,ATL,643,12:50,14:10,12:54,14:17,4.0,7.0,0
F101038,EK,2024-05-17,SEA,PHX,688,06:40,08:06,06:40,08:06,-2.0,-1.0,0
F101039,LH,2024-09-02,PHX,DFW,890,02:25,04:16,02:33,04:18,8.0,2.0,0
F101040,EK,2024-01-11,DEN,LAS,1602,09:30,12:50,09:39,12:55,9.0,5.0,0
F101041,UA,2024-05-05,ORD,MSP,1206,14:50,17:20,14:55,17:20,5.0,-14.0,0
F101042,AA,2024-07-12,SAN,ATL,1204,12:00,14:30,,,,,1
F101043,AA,2024-02-12,DFW,MIA,388,08:30,09:18,08:30,09:18,-12.0,-1.0,0
F101044,DL,2024-12-28,IAH,LAS,621,02:45,04:02,02:54,04:28,9.0,26.0,0
F101045,BA,2024-03-20,LAS,PHL,838,07:00,08:44,07:00,08:49,-5.0,5.0,0
F101046,AA,2024-05-31,ATL,BWI,670,03:35,04:58,05:52,07:10,137.0,132.0,0
F101047,SW,2024-03-16,EWR,CLT,395,11:50,12:39,11:50,12:39,-17.0,0.0,0
F101048,DL,2024-02-26,DTW,DEN,248,07:15,07:55,07:31,08:19,16.0,24.0,0
F101049,AF,2024-11-05,ORD,LAX,927,04:30,06:25,05:21,07:24,51.0,59.0,0
F101050,BA,2024-06-27,SAN,BOS,2105,03:05,07:28,03:05,07:28,-9.0,-15.0,0
F101051,DL,2024-12-01,JFK,DEN,1316,04:10,06:54,04:10,07:16,0.0,22.0,0
F101052,DL,2024-08-06,ATL,SAN,1205,23:05,01:35,23:05,01:35,-19.0,-38.0,0
F101053,AF,2024-08-05,LAS,PHL,953,15:55,17:54,16:00,18:05,5.0,11.0,0
F101054,SW,2024-10-08,CLT,MSP,1726,15:35,19:10,16:09,19:39,34.0,29.0,0
F101055,AI,2024-10-22,EWR,IAH,223,22:55,23:35,22:55,23:35,-24.0,-31.0,0
F101056,AA,2024-08-30,PHX,BWI,779,04:15,05:52,04:30,05:59,15.0,7.0,0
F101057,UA,2024-03-14,BOS,DTW,1168,17:20,19:46,17:36,20:06,16.0,20.0,0
F101058,UA,2024-12-22,CLT,JFK,322,13:10,13:50,13:29,14:36,19.0,46.0,0
F101059,AI,2024-03-16,DEN,JFK,1147,11:30,13:53,11:30,13:53,-67.0,-50.0,0
F101060,UA,2024-03-12,DEN,PHL,578,23:35,00:47,00:39,01:54,64.0,67.0,0
F101061,AA,2024-03-20,BOS,ATL,200,01:50,02:30,01:52,02:47,2.0,17.0,0
F101062,LH,2024-12-30,MSP,BWI,2335,08:40,13:31,08:47,13:39,7.0,8.0,0
F101063,DL,2024-03-05,PHL,CLT,770,23:45,01:21,23:45,01:21,-9.0,-12.0,0
F101064,QF,2024-12-20,SAN,ORD,1130,14:25,16:46,14:25,16:46,-14.0,-32.0,0
F101065,AF,2024-05-18,EWR,SFO,1095,03:15,05:31,03:15,05:31,-36.0,-27.0,0
F101066,BA,2024-02-24,DEN,BWI,335,02:45,03:26,03:09,04:00,24.0,34.0,0
F101067,AA,2024-02-13,SEA,BOS,1170,18:40,21:06,18:40,21:06,-11.0,-12.0,0
F101068,DL,2024-07-01,BOS,JFK,1410,09:20,12:16,09:26,12:38,6.0,22.0,0
F101069,UA,2024-07-27,ATL,PHX,238,23:35,00:15,23:35,00:15,-24.0,-13.0,0
F101070,LH,2024-01-20,DTW,SAN,301,09:30,10:10,09:52,10:38,22.0,28.0,0
F101071,SW,2024-03-23,SFO,DFW,583,16:35,17:47,16:51,17:50,16.0,3.0,0
F101072,EK,2024-05-28,DFW,PHX,400,11:40,12:30,11:41,12:34,1.0,4.0,0
F101073,LH,2024-11-08,SEA,SFO,817,19:15,20:57,19:33,21:22,18.0,25.0,0
F101074,AA,2024-10-07,DFW,LAS,1917,02:25,06:24,02:30,06:45,5.0,21.0,0
F101075,BA,2024-06-29,BWI,PHX,1552,02:15,05:29,03:19,06:33,64.0,64.0,0
F101076,BA,2024-03-04,MSP,DFW,747,18:25,19:58,19:03,20:43,38.0,45.0,0
F101077,UA,2024-09-19,MSP,PHX,1768,19:10,22:51,19:35,22:53,25.0,2.0,0
F101078,AA,2024-05-05,SAN,LAX,1225,22:35,,22:50,,15.0,19.0,0
F101079,LH,2024-07-17,ORD,MIA,920,14:50,16:45,14:50,16:45,-33.0,-21.0,0
F101080,EK,2024-04-02,ATL,ORD,1224,23:15,01:48,23:50,02:07,35.0,19.0,0
F101081,AF,2024-06-24,ORD,PHX,1304,19:25,22:08,19:26,22:13,1.0,5.0,0
F101082,QF,2024-03-15,DFW,PHL,866,20:45,22:33,21:06,22:54,21.0,21.0,0
F101083,AF,2024-04-19,EWR,PHL,368,01:45,02:31,01:54,02:39,9.0,8.0,0
F101084,UA,2024-02-05,ORD,DEN,949,08:20,10:18,08:20,10:18,-73.0,-63.0,0
F101085,SW,2024-01-28,MIA,DEN,811,02:20,04:01,02:20,04:01,-27.0,-14.0,0
F101086,LH,2024-10-01,DTW,PHL,1381,22:30,01:22,22:30,01:22,-1.0,-13.0,0
F101087,AA,2024-02-09,IAH,SFO,1106,23:50,02:08,00:00,02:31,10.0,23.0,0
F101088,AF,2024-08-22,JFK,DEN,733,04:25,05:56,05:02,06:29,37.0,33.0,0
F101089,QF,2024-03-05,JFK,DTW,200,20:25,21:05,20:25,21:05,-21.0,-20.0,0
F101090,SW,2024-03-26,EWR,BWI,960,19:20,21:20,19:35,21:36,15.0,16.0,0
F101091,AA,2024-01-09,PHX,CLT,1586,09:05,12:23,09:05,12:23,0.0,-22.0,0
F101092,EK,2024-06-29,EWR,MSP,927,11:35,13:30,11:35,13:30,-43.0,-38.0,0
F101093,EK,2024-03-31,EWR,PHX,1634,17:40,21:04,17:40,21:05,-18.0,1.0,0
